ENSEMBLE_GENE	GENE_SYMBOL	HUMAN_EXPR	APE_EXPR	FOLD_CHANGE	LOG2FC	WILCOX_STAT	P_T_TEST	P_PERM	P_WILCOX	FDR
ENSG00000086619	ERO1LB	319	242	1.31818181818182	0.398549376490275	342	0.000548814509852935	0	0.000603391548427998	0.0019240464691009
ENSG00000132286	TIMM10B	406	308	1.31818181818182	0.398549376490275	339.5	0.000488948864474203	0	0.00076578469741533	0.00237573643717509
ENSG00000169740	ZNF32	2331	3072.5	0.7586655817738	-0.398464006131158	119	0.00977402957414911	0.018	0.017087199702501	0.0354089042105145
ENSG00000161533	ACOX1	2045	1551.5	1.31807927811795	0.398437146300392	324	0.00355252112283692	0	0.00242470254124537	0.00648991626938876
ENSG00000214941	ZSWIM7	786	1036	0.758687258687259	-0.398422785427947	63	0.000122578910288685	0	5.55071340685615e-05	0.000235725878625216
ENSG00000170846	AC093323.3	460	349	1.31805157593123	0.398406824734723	279.5	0.0479665258672142	0.036	0.0719019832177415	0.12139735920706
ENSG00000042429	MED17	530	698.5	0.758768790264853	-0.398267755958902	113.5	0.00957797739026942	0	0.0122803723048719	0.0266297717912953
ENSG00000198093	ZNF649	151	199	0.758793969849246	-0.39821988121857	141	0.0730608506562319	0.038	0.0739739475983498	0.124172100182338
ENSG00000130935	NOL11	1315	1733	0.758799769186382	-0.398208854980505	101	0.00540613759451117	0	0.00386262161452458	0.00976433084210479
ENSG00000105325	FZR1	678	893.5	0.758813654168998	-0.398182455905147	128	0.0486650158415701	0.002	0.0324795896282773	0.0614980603079854
ENSG00000177576	C18orf32	15732	20731.5	0.758845235511179	-0.398122413103613	104	0.00725015893771878	0.018	0.00504924862423532	0.0123031339360155
ENSG00000179021	C3orf38	310	408.5	0.758873929008568	-0.398067862871446	131.5	0.0488812027195763	0.01	0.0418757738399748	0.0766941990668649
ENSG00000133773	CCDC59	924	1217.5	0.758932238193018	-0.397957015553647	96.5	0.0260261976685383	0.002	0.00320461103501216	0.00831755274564208
ENSG00000169660	HEXDC	809	614	1.31758957654723	0.397901047059798	258	0.186968072753228	0.065	0.215363932550888	0.304102206443228
ENSG00000119655	NPC2	836	1101.5	0.758965047662279	-0.39789464762	156.5	0.375904727826408	0.138	0.166846578414132	0.245883765436427
ENSG00000173267	SNCG	164	124.5	1.31726907630522	0.397550072550003	269.5	0.469071443828175	0.131	0.123794366877375	0.191614027905804
ENSG00000123066	MED13L	3844	5063.5	0.759158684704256	-0.397526615429011	103	0.00380183378427687	0.005	0.00462222966749618	0.0114165248932078
ENSG00000164896	FASTK	4268	5622	0.759160441124155	-0.397523277555918	120.5	0.0350252379557223	0.001	0.0202651862101458	0.0411506074063194
ENSG00000141449	GREB1L	326	247.5	1.31717171717172	0.397443439264106	264.5	0.134985274825002	0.059	0.158985795098896	0.23620712451359
ENSG00000269590	CTD-2192J16.24	752	990.5	0.759212518929833	-0.397424313211849	76.5	0.000673025584164663	0	0.000522281582412424	0.00169352617762659
ENSG00000121481	RNF2	461	350	1.31714285714286	0.397411828597009	291	0.0655327120099809	0.001	0.0357396159171403	0.0668532480562051
ENSG00000146414	SHPRH	514	677	0.759231905465288	-0.397387474381119	135.5	0.0548676039519165	0.005	0.0535773414157546	0.0946697791827437
ENSG00000227118	BTF3P13	27	20.5	1.31707317073171	0.397335497545385	258.5	0.4359326118589	0.03	0.209936323875294	0.297739690655151
ENSG00000161179	YDJC	82	108	0.759259259259259	-0.397335497545385	171	0.435845702009492	0.135	0.315175955810967	0.413843556723353
ENSG00000086300	SNX10	41	54	0.759259259259259	-0.397335497545385	189	0.79965445652153	0.218	0.592773416078975	0.680145997446625
ENSG00000103642	LACTB	1450	1909.5	0.75936108929039	-0.397142019720217	118	0.0200706970171955	0	0.0169997408186852	0.0353528827829231
ENSG00000150776	C11orf57	456	600.5	0.759367194004996	-0.397130421540892	153.5	0.113618165286143	0.075	0.144092096941744	0.217733399949333
ENSG00000117713	ARID1A	1563	2058	0.759475218658892	-0.396925203894304	117	0.0143185904988779	0.012	0.0158351712052346	0.033100442337088
ENSG00000129355	CDKN2D	330	434.5	0.759493670886076	-0.396890152568584	133	0.154256198472661	0.027	0.0459939467111029	0.083081053130852
ENSG00000230074	RP11-195F19.9	30	39.5	0.759493670886076	-0.396890152568584	144.5	0.0706218492503894	0.003	0.0898165106959271	0.146776774196653
ENSG00000151176	PLBD2	1180	1553.5	0.759575152880592	-0.396735381872637	103	0.0141782361404616	0.006	0.00547187245929416	0.013231469727622
ENSG00000143816	WNT9A	959	1262.5	0.75960396039604	-0.396680667508389	177	0.264322085705901	0.209	0.396603515265928	0.496384163383836
ENSG00000019991	HGF	104	79	1.31645569620253	0.396658969963989	246	0.20538160064125	0.167	0.354407891988563	0.454890706866889
ENSG00000011454	RABGAP1	2184	2875	0.759652173913044	-0.396589099799247	92.5	0.000703066695298153	0.001	0.00227526642506877	0.00613325922106431
ENSG00000138381	ASNSD1	2831	3726.5	0.75969408291963	-0.396509510415703	113	0.00733988455078135	0.006	0.0107394055869857	0.0237003009398089
ENSG00000165895	ARHGAP42	264	347.5	0.759712230215827	-0.396475048252416	186	0.60781101658453	0.071	0.539906543747495	0.632775735713103
ENSG00000215472	RPL17-C18orf32	15706	20673.5	0.759716545335816	-0.39646685385422	104	0.0076150609590858	0.017	0.00504924862423532	0.0123031339360155
ENSG00000185043	CIB1	1053	800	1.31625	0.396433531250992	329	0.00520404234782445	0	0.0019958122593558	0.00547095494933051
ENSG00000204954	C12orf73	707	930.5	0.759806555615261	-0.396295935249753	123	0.0145814700819014	0.015	0.0229112137241472	0.0457319151574473
ENSG00000119446	RBM18	2120	2790	0.759856630824373	-0.396200857265989	101	0.00236919726053101	0	0.00386262161452458	0.00976433084210479
ENSG00000167182	SP2	573	754	0.759946949602122	-0.396029384511759	141.5	0.0603542440827743	0.032	0.076120224763278	0.12736257357225
ENSG00000108671	PSMD11	4141	5449	0.759955955221141	-0.396012288206649	168	0.402766024542136	0.04	0.282391671616768	0.378384869387217
ENSG00000278643	uc_338	25	19	1.31578947368421	0.395928676331139	222	0.890310717315348	0.207	0.763850834494585	0.826587256448097
ENSG00000146670	CDCA5	19	25	0.76	-0.395928676331139	123.5	0.0431629115248477	0.074	0.0247863106235526	0.0489245968984376
ENSG00000204969	PCDHA2	19	25	0.76	-0.395928676331139	171	0.512453864324089	0.128	0.314838310243442	0.413843556723353
ENSG00000177951	BET1L	635	835.5	0.760023937761819	-0.39588323640166	109	0.00898685692384941	0.001	0.0077474202868626	0.0179097743726687
ENSG00000148690	FRA10AC1	867	659	1.31562974203338	0.395753528213783	298	0.0434545942825011	0.018	0.0213168190357409	0.0430288792357379
ENSG00000174109	C16orf91	244	321	0.7601246105919	-0.395692149559417	100.5	0.0178613854885803	0	0.00446472802862876	0.0110833172748985
ENSG00000132510	KDM6B	1134	862	1.31554524361949	0.395660865853131	281	0.0353483366481258	0.032	0.0655456359179242	0.11233055798945
ENSG00000186625	KATNA1	623	819.5	0.760219646125686	-0.395511786075457	80	0.00606020615207337	0	0.000458615306384184	0.00151044870671909
ENSG00000156273	BACH1	2369	1801	1.31538034425319	0.395480017333955	261	0.523211835962448	0.145	0.189915507057565	0.273959375297901
ENSG00000189266	PNRC2	2442	1857	1.31502423263328	0.395089385051982	311.5	0.00688347492898493	0.003	0.00842862709302701	0.0192251530117024
ENSG00000253948	RP11-410L14.2	127	167	0.760479041916168	-0.395019605701886	136	0.0321864280239856	0.038	0.0552024349887985	0.0970897544027031
ENSG00000141027	NCOR1	3742	4920.5	0.760491819936998	-0.39499536488604	63	0.000122751746591515	0	0.000132723253133447	0.000510350579627958
ENSG00000263892	MIR4667	208	273.5	0.760511882998172	-0.394957304651464	152	0.0690358690370433	0.065	0.134804097540589	0.20602766943592
ENSG00000168575	SLC20A2	4069	5350	0.760560747663551	-0.394864611102161	127	0.0430446422500843	0.023	0.0303364667743847	0.0581611284091507
ENSG00000276981	RP11-210N13.4	27	35.5	0.76056338028169	-0.394859617341214	219.5	0.664327957441857	0.335	0.814300706425567	0.864226949934363
ENSG00000213626	LBH	518	394	1.31472081218274	0.394756468230178	269.5	0.105403816784938	0.021	0.123810734319822	0.191614027905804
ENSG00000076555	ACACB	6435	8460	0.76063829787234	-0.394717514899248	166	0.884616036703279	0.096	0.25963697142266	0.353887149608046
ENSG00000178409	BEND3	94	71.5	1.31468531468531	0.394717514899248	292	0.091629891645447	0.012	0.0334832083323662	0.0632283397359027
ENSG00000149716	ORAOV1	259	340.5	0.76064610866373	-0.394702700325517	125	0.383873320513568	0.001	0.0275089272192675	0.0536322639333962
ENSG00000196449	YRDC	205	269.5	0.760667903525046	-0.394661363247059	136.5	0.283406464442982	0.02	0.0568793554792573	0.0996829051568386
ENSG00000247271	ZBED5-AS1	294	386.5	0.760672703751617	-0.394652259088483	134	0.0449520024807269	0.015	0.0489210870128575	0.0875161161678036
ENSG00000120156	TEK	702	534	1.31460674157303	0.394631288617007	259.5	0.0480223330052265	0.094	0.20120336662403	0.287055607337982
ENSG00000068308	OTUD5	1011	1329	0.760722347629797	-0.39455810737316	53	6.60148507102685e-05	0	1.30757548272237e-05	6.64751674072351e-05
ENSG00000108924	HLF	396	520.5	0.760806916426513	-0.394397733219807	124	0.0381181981096197	0.022	0.0257336674512036	0.0505944094322251
ENSG00000007545	CRAMP1L	466	612.5	0.760816326530612	-0.394379889235653	98	0.00528885549680155	0.001	0.00292968164681403	0.00767269761436344
ENSG00000186466	AQP7P1	23	17.5	1.31428571428571	0.394278939112046	252.5	0.198485669250934	0.197	0.272966275761296	0.368131244498361
ENSG00000198440	ZNF583	129	169.5	0.761061946902655	-0.39391420771309	124.5	0.0541844624343137	0.005	0.0266117911706104	0.0520300918317196
ENSG00000151883	PARP8	113	86	1.31395348837209	0.39391420771309	288	0.0453461964289482	0.046	0.0431972872934381	0.078750254537539
ENSG00000163947	ARHGEF3	519	395	1.31392405063291	0.393881885293415	313	0.00707440091882858	0.007	0.00750588679620068	0.0174352822491022
ENSG00000243244	STON1	270	205.5	1.31386861313869	0.393821013369148	253	0.743945780565721	0.119	0.26763108669929	0.362675920735128
ENSG00000186364	NUDT17	90	68.5	1.31386861313869	0.393821013369148	230.5	0.628787479124913	0.101	0.601873164255217	0.686651674934349
ENSG00000145912	NHP2	1327	1743.5	0.76111270433037	-0.393817993406511	74	0.000678314314567359	0	0.00022752214842637	0.00081977032999481
ENSG00000156500	FAM122C	51	67	0.761194029850746	-0.393663848486277	112.5	0.00719724364329071	0.003	0.0113396919962661	0.0248773804037434
ENSG00000167984	NLRC3	51	67	0.761194029850746	-0.393663848486277	136.5	0.0661405750267746	0.06	0.0568469584894046	0.0996829051568386
ENSG00000229729	RP11-159G9.5	51	67	0.761194029850746	-0.393663848486277	177.5	0.198198077121726	0.089	0.403724127211185	0.503480315568752
ENSG00000166275	C10orf32	1204	916.5	1.31369339879978	0.393628606219816	279.5	0.0618470439289553	0.01	0.0719019832177415	0.12139735920706
ENSG00000183060	LYSMD4	338	444	0.761261261261261	-0.393536430067922	104	0.00778381373855047	0	0.00504924862423532	0.0123031339360155
ENSG00000073905	VDAC1P1	118	155	0.761290322580645	-0.393481355912396	160.5	0.175741621443379	0.132	0.201164107617081	0.287055607337982
ENSG00000150867	PIP4K2A	375	285.5	1.31348511383538	0.3933998500204	245.5	0.332105995481881	0.191	0.361289514289779	0.460551810006475
ENSG00000004975	DVL2	536	704	0.761363636363636	-0.393342428179525	86	0.0024041095127754	0	0.00127623594551837	0.00369718160929719
ENSG00000243155	RP11-46A10.5	88	67	1.3134328358209	0.393342428179525	268	0.1551317200375	0.006	0.133518549817639	0.204867814234579
ENSG00000138835	RGS3	1469	1118.5	1.31336611533304	0.393269139497161	255	0.182027084282211	0.158	0.248738339286338	0.341703079729315
ENSG00000197601	FAR1	1788	2348	0.761499148211244	-0.393085671926734	34	2.55863213766726e-07	0	4.76500228197943e-07	3.75127327073131e-06
ENSG00000129925	TMEM8A	760	998	0.761523046092184	-0.393040397006313	132	0.0721515736633917	0.011	0.0423575977141445	0.0773546304872305
ENSG00000103005	USB1	380	499	0.761523046092184	-0.393040397006313	136	0.100934426571153	0.02	0.055223647162928	0.0970897544027031
ENSG00000235098	ANKRD65	86	65.5	1.31297709923664	0.392841753164648	246	0.197612363937104	0.109	0.354177136219341	0.454890706866889
ENSG00000163605	PPP4R2	2646	3474	0.761658031088083	-0.392784692431716	111	0.0773655126653622	0.003	0.00913738297858983	0.0206387129290592
ENSG00000137177	KIF13A	4986	6546	0.761686526122823	-0.392730719553263	147	0.0957604920835539	0.043	0.103526989917194	0.164968408241816
ENSG00000154229	PRKCA	732	961	0.761706555671176	-0.392692782489708	138	0.0119241684749474	0.059	0.0621889560978588	0.107352902313474
ENSG00000108239	TBC1D12	419	550	0.761818181818182	-0.39248137471267	78	0.000406578546796731	0	0.000603723893349447	0.0019240464691009
ENSG00000226853	AC010894.3	24	31.5	0.761904761904762	-0.39231742277876	134.5	0.0273285640162319	0.03	0.0502466555729142	0.0898222215426177
ENSG00000252139	SCARNA18	8	10.5	0.761904761904762	-0.39231742277876	152	0.07336682588309	0.118	0.132891667405958	0.204070316882357
ENSG00000262089	RP11-589P10.5	16	21	0.761904761904762	-0.39231742277876	159.5	0.159611604560405	0.096	0.191733999265956	0.276440949406282
ENSG00000197822	OCLN	8	10.5	0.761904761904762	-0.39231742277876	161.5	0.140223206688161	0.116	0.209956234563995	0.297746498890502
ENSG00000254013	MAP2K1P1	8	10.5	0.761904761904762	-0.39231742277876	166.5	0.256606703490957	0.21	0.260939123036094	0.355637392407403
ENSG00000261126	RBFADN	32	42	0.761904761904762	-0.39231742277876	171.5	0.415757327356774	0.117	0.321396501307646	0.420104292964224
ENSG00000226084	RP4-706A16.3	252	192	1.3125	0.39231742277876	285	0.0327456997275113	0.044	0.0519516391949725	0.0921573052006504
ENSG00000132964	CDK8	504	384	1.3125	0.39231742277876	276	0.0644493223177564	0.066	0.0875534048047151	0.143403020056954
ENSG00000239323	CTD-2213F21.1	21	16	1.3125	0.39231742277876	256.5	0.519663414612959	0.139	0.229739832243004	0.320061484939956
ENSG00000169413	RNASE6	21	16	1.3125	0.39231742277876	231	0.87704659179071	0.383	0.5926444165962	0.680145997446625
ENSG00000172322	CLEC12A	21	16	1.3125	0.39231742277876	203.5	0.463373985825437	0.205	0.875542903636707	0.912259744828996
ENSG00000266981	RP11-799D4.2	42	32	1.3125	0.39231742277876	211.5	0.758488254372049	0.239	0.979188287695792	0.98791453529652
ENSG00000186812	ZNF397	610	800.5	0.762023735165522	-0.392092160066008	98	0.00281343157779023	0	0.00292968164681403	0.00767269761436344
ENSG00000089157	RPLP0	38656	50728	0.762024917205488	-0.392089922180498	131	0.111662493454464	0.003	0.0396812632647902	0.0730560863900486
ENSG00000156535	CD109	285	374	0.762032085561497	-0.392076350835533	159.5	0.233145914290098	0.06	0.192179672444441	0.276537202097101
ENSG00000130520	LSM4	2557	3355.5	0.762032483981523	-0.392075596538626	108	0.0106137506385673	0.002	0.00712445553349256	0.0166552848840279
ENSG00000132394	EEFSEC	495	649.5	0.762124711316397	-0.391901000480909	130	0.0841333374983011	0.001	0.0381070181905091	0.0705555862532793
ENSG00000165282	PIGO	157	206	0.762135922330097	-0.391879778291591	122	0.0573676252919436	0.023	0.0224612778937249	0.044980255523727
ENSG00000189241	TSPYL1	6018	7895.5	0.762206320055728	-0.391746524161507	130	0.00976551138684069	0.136	0.0371465405514078	0.0690019401928252
ENSG00000163719	MTMR14	1574	2065	0.762227602905569	-0.391706240799321	143	0.109987412366278	0.029	0.0828254365816427	0.136609628177891
ENSG00000107263	RAPGEF1	6225	8166.5	0.762260454294986	-0.391644063156957	164	0.0936291140497911	0.042	0.238156636785607	0.329440261696061
ENSG00000205485	AC004980.7	61	46.5	1.31182795698925	0.391578526454855	294.5	0.029912830125519	0.025	0.0283010221153748	0.0549287314466944
ENSG00000013016	EHD3	183	139.5	1.31182795698925	0.391578526454855	189.5	0.259526405101508	0.376	0.601888990607605	0.686651674934349
ENSG00000164951	PDP1	1336	1752.5	0.762339514978602	-0.391494436423933	151	0.0433901454712885	0.129	0.128037637089288	0.197184965912029
ENSG00000103494	RPGRIP1L	77	101	0.762376237623762	-0.391424942056893	98	0.01366230798142	0	0.00362107688637748	0.00924984703734356
ENSG00000143384	MCL1	9915	13004.5	0.762428390172633	-0.391326253710488	115	0.0199146112916889	0.013	0.0125793488911694	0.0271674780688835
ENSG00000174842	GLMN	199	261	0.762452107279693	-0.391281376026236	102	0.0023466048637036	0.001	0.0050463181244676	0.0123031339360155
ENSG00000147576	ADHFE1	2782	3648.5	0.76250513909826	-0.391181033879769	139	0.0155485324665355	0.063	0.0655456359179242	0.11233055798945
ENSG00000100241	SBF1	3353	4396.5	0.762652109632662	-0.390902985616913	116	0.0106345686381764	0.036	0.0135972100131641	0.0290316419232202
ENSG00000198746	GPATCH3	384	503.5	0.76266137040715	-0.390885467285628	133.5	0.0873832882020148	0.02	0.0474047688140566	0.085446681072078
ENSG00000263900	AC006483.1	2880	2196.5	1.31117687229684	0.390862312236913	277	0.0627736747973116	0.059	0.0828254365816427	0.136609628177891
ENSG00000080815	PSEN1	1011	1325.5	0.762731044888721	-0.390753672964244	89	0.00271703390992665	0.003	0.00167213789935577	0.00469165275620184
ENSG00000165527	ARF6	1724	1315	1.31102661596958	0.390696974909434	345.5	0.0029870908908154	0	0.000429554802645234	0.0014302766789666
ENSG00000181588	MEX3D	82	107.5	0.762790697674419	-0.390640844971377	177	0.169021613592376	0.354	0.396562373704991	0.496384163383836
ENSG00000264364	DYNLL2	7548	9894.5	0.76284804689474	-0.390532382288334	144	0.0346034090911818	0.017	0.087664693205078	0.143403020056954
ENSG00000170290	SLN	87471	114663.5	0.762849555438304	-0.390529529339865	144	0.0267040432318506	0.15	0.087664693205078	0.143403020056954
ENSG00000150990	DHX37	645	845.5	0.762862211709048	-0.390505594099367	165	0.571342655145767	0.164	0.245743054429779	0.338513363843122
ENSG00000204899	MZT1	864	1132.5	0.762913907284768	-0.390407832770129	107	0.00369424410467846	0	0.00749546642995941	0.0174352822491022
ENSG00000128739	SNRPN	4762	3633	1.31076245527113	0.390406254854849	239	0.439259095910005	0.159	0.461393905243617	0.559046110977401
ENSG00000060971	ACAA1	1373	1047.5	1.31073985680191	0.390381381560387	296	0.0484516608011017	0.002	0.0246055282958547	0.0485920961184422
ENSG00000143971	ETAA1	243	318.5	0.762951334379906	-0.390337058650519	116.5	0.00638502893853129	0.01	0.0152774581685334	0.0321146056337689
ENSG00000147894	C9orf72	1021	779	1.31065468549422	0.390287632816132	232	0.131113767595941	0.133	0.578781320050575	0.667498882804435
ENSG00000114573	ATP6V1A	607	795.5	0.763042111879321	-0.390165414075366	120	0.0158635838588109	0.006	0.0184092688923672	0.0378697821822838
ENSG00000196923	PDLIM7	7210	9449	0.763043708328924	-0.390162395647576	128	0.019858747343758	0.041	0.0324795896282773	0.0614980603079854
ENSG00000255054	RP1-317E23.6	797	1044.5	0.763044518908569	-0.390160863076636	170	0.194669956137329	0.035	0.302876274665117	0.400925499951372
ENSG00000162654	GBP4	517	394.5	1.31051964512041	0.390138980301476	250	0.320141032304549	0.155	0.306430343254339	0.404434689472655
ENSG00000175395	ZNF25	1422	1863.5	0.763080225382345	-0.390093354109434	164	0.117793852948729	0.224	0.238156636785607	0.329440261696061
ENSG00000234608	MAPKAPK5-AS1	488	639.5	0.763096168881939	-0.390063211318751	85	0.000699558492400968	0	0.000795553232631311	0.0024513489365129
ENSG00000126653	NSRP1	1031	1351	0.763138415988157	-0.389983341957576	114.5	0.0324374082525121	0.001	0.0132158014086723	0.0283462900574602
ENSG00000229932	YWHAZP3	19	14.5	1.31034482758621	0.389946518316013	280.5	0.142432105751458	0.061	0.0674698403557554	0.115317304554615
ENSG00000196172	ZNF681	19	14.5	1.31034482758621	0.389946518316013	268.5	0.0768981928395499	0.236	0.129537040594646	0.199478538990114
ENSG00000130775	THEMIS2	87	114	0.763157894736842	-0.389946518316013	195	0.710042278375591	0.372	0.705240956558915	0.778702110832456
ENSG00000225921	NOL7	1212	925	1.31027027027027	0.389864428069276	345	0.00123647209568453	0.001	0.00045117455807472	0.00149267875534962
ENSG00000265072	MIR3652	137	179.5	0.763231197771588	-0.389807950862525	212	0.356809647053273	0.318	0.968790933291432	0.979728817876379
ENSG00000115816	CEBPZ	2290	1748	1.31006864988558	0.389642413483708	274	0.135416272969059	0.045	0.0980093932093149	0.157629374240087
ENSG00000110880	CORO1C	1817	1387	1.31002162941601	0.389590631910513	291	0.126908453944744	0.003	0.0347478116942716	0.0651480142184226
ENSG00000129559	NEDD8	3607	2753.5	1.30996913019793	0.389532814636692	353	6.3529982421062e-05	0	9.45919017960888e-05	0.000379156514420653
ENSG00000166352	C11orf74	801	611.5	1.30989370400654	0.389449743881323	282	0.0610369637666634	0.034	0.0621547946196831	0.107352902313474
ENSG00000048707	VPS13D	2408	3154	0.763474952441344	-0.389347268030808	165	0.103549091612821	0.058	0.248738339286338	0.341703079729315
ENSG00000131475	VPS25	776	592.5	1.30970464135021	0.389241498401506	292.5	0.0173737900513149	0.032	0.0324503030860702	0.0614980603079854
ENSG00000150712	MTMR12	415	543.5	0.763569457221711	-0.389168698793022	142	0.123355968670085	0.028	0.0783038462872865	0.130286016304229
ENSG00000139323	POC1B	344	450.5	0.763596004439512	-0.389118541111441	76	0.000349443132828301	0	0.000497493768264571	0.0016254542702128
ENSG00000150779	TIMM8B	2182	2857.5	0.763604549431321	-0.389102396778233	86	0.00865472708326848	0	0.000885146051036749	0.0026858335287464
ENSG00000163558	PRKCI	844	644.5	1.30954228083786	0.389062640345534	338	0.00066852798680692	0.001	0.000573668330112689	0.00184166413243247
ENSG00000073282	TP63	1436	1880.5	0.763626695027918	-0.389060557217255	173	0.391510495430318	0.222	0.344901096176521	0.445015459675114
ENSG00000261324	RP11-174G6.5	21	27.5	0.763636363636364	-0.389042290745899	133.5	0.036090109254736	0.077	0.047192426174842	0.0851971376798224
ENSG00000185088	RPS27L	2310	3025	0.763636363636364	-0.389042290745899	141	0.0758210689686601	0.028	0.0737824401757581	0.124125585559917
ENSG00000115211	EIF2B4	1147	1502	0.763648468708389	-0.389019421498447	129.5	0.0407503442994302	0.004	0.0369195119570971	0.0688072432719756
ENSG00000055950	MRPL43	1761	2306	0.763660017346054	-0.388997603820563	67	8.23725688537331e-05	0	9.45919017960888e-05	0.000379156514420653
ENSG00000111707	SUDS3	947	1240	0.763709677419355	-0.388903789805853	63	0.00172374166758528	0	0.000132812878575598	0.000510350579627958
ENSG00000197217	ENTPD4	1025	1342	0.763785394932936	-0.388760761807375	134	0.0208530927371979	0.006	0.0489112424799764	0.0875161161678036
ENSG00000115364	MRPL19	1418	1856.5	0.763802854834366	-0.388727782615224	136	0.0686659553269713	0.023	0.0545942098451839	0.0961547108508535
ENSG00000171729	TMEM51	55	72	0.763888888888889	-0.388565287917653	162.5	0.0761392054591095	0.199	0.220132556566558	0.309006862269563
ENSG00000004777	ARHGAP33	89	116.5	0.763948497854077	-0.388452713687882	149	0.0885775270019654	0.209	0.114495247492687	0.179913404315143
ENSG00000137285	TUBB2B	197	150.5	1.30897009966777	0.388432142696674	249	0.611992394159257	0.087	0.315260293974065	0.413843556723353
ENSG00000198729	PPP1R14C	2947	3857.5	0.763966299416721	-0.388419096334097	136	0.0335454754510006	0.077	0.0545942098451839	0.0961547108508535
ENSG00000131781	FMO5	34	44.5	0.764044943820225	-0.388270589716058	138	0.088046430826175	0.031	0.062086478083166	0.107352902313474
ENSG00000168016	TRANK1	68	89	0.764044943820225	-0.388270589716058	169.5	0.417808501726565	0.133	0.296797099947939	0.393883812936027
ENSG00000247092	SNHG10	106	81	1.30864197530864	0.388070451678575	307.5	0.0196784097279628	0.02	0.0113861787442933	0.0249377183679337
ENSG00000225138	CTD-2228K2.7	53	40.5	1.30864197530864	0.388070451678575	235	0.88672731961962	0.214	0.522707984965655	0.617092690741702
ENSG00000168228	ZCCHC4	403	308	1.30844155844156	0.387849487833066	338	7.81107033779998e-05	0	0.000881815836099423	0.0026858335287464
ENSG00000213585	VDAC1	23303	30490.5	0.76427083845788	-0.387844111000519	147	0.0607706938214884	0.019	0.103526989917194	0.164968408241816
ENSG00000006652	IFRD1	3854	2945.5	1.30843659820064	0.387844018633096	252	0.0156364228858007	0.034	0.282391671616768	0.378384869387217
ENSG00000142684	ZNF593	673	514.5	1.30806608357629	0.387435427716348	283	0.0848773517534986	0.022	0.0580656850482992	0.101362891909704
ENSG00000205659	LIN52	336	439.5	0.764505119453925	-0.387401932364644	127	0.0679406508271737	0.012	0.0314083104583812	0.0599245505017816
ENSG00000155849	ELMO1	293	224	1.30803571428571	0.387401932364644	285	0.0275727686188366	0.078	0.0519925278820417	0.0921573052006504
ENSG00000185238	PRMT3	612	800.5	0.764522173641474	-0.387369749823605	139	0.0741069731743887	0.012	0.0655456359179242	0.11233055798945
ENSG00000113318	MSH3	375	490.5	0.764525993883792	-0.387362540835995	127	0.0138359361819793	0.087	0.0303364667743847	0.0581611284091507
ENSG00000124767	GLO1	5248	6863	0.764680169022293	-0.387071634725501	133.5	0.05985079143183	0.01	0.047433739356043	0.085446681072078
ENSG00000204929	AC074391.1	13	17	0.764705882352941	-0.387023123109247	137	0.107289922750242	0.13	0.0584115833302913	0.101885478403416
ENSG00000246273	SBF2-AS1	104	136	0.764705882352941	-0.387023123109247	168.5	0.117030032127539	0.205	0.284822164801026	0.380767900736202
ENSG00000228719	RP5-1119A7.14	26	34	0.764705882352941	-0.387023123109247	177	0.501636217202637	0.436	0.396232946573108	0.496384163383836
ENSG00000188112	C6orf132	13	17	0.764705882352941	-0.387023123109247	184.5	0.363483347501858	0.44	0.513983316377477	0.608688371362087
ENSG00000214439	FAM185BP	13	17	0.764705882352941	-0.387023123109247	212.5	0.694361463019663	0.342	0.958316272193491	0.973112610448554
ENSG00000147364	FBXO25	799	611	1.30769230769231	0.387023123109247	278.5	0.128760014984278	0.004	0.0761074379992041	0.12736257357225
ENSG00000148225	WDR31	51	39	1.30769230769231	0.387023123109247	271	0.162852521396743	0.061	0.114432078626431	0.179913404315143
ENSG00000213413	PVRIG	17	13	1.30769230769231	0.387023123109247	268	0.128622486928401	0.053	0.133010324636426	0.204204787453118
ENSG00000265238	MIR3614	34	26	1.30769230769231	0.387023123109247	264.5	0.0490068714477297	0.076	0.158640723350859	0.23620712451359
ENSG00000198400	NTRK1	17	13	1.30769230769231	0.387023123109247	259.5	0.0808794668767883	0.212	0.200810566192759	0.287055607337982
ENSG00000108622	ICAM2	799	611	1.30769230769231	0.387023123109247	250	0.210264379472303	0.174	0.306430343254339	0.404434689472655
ENSG00000116747	TROVE2	1019	1332.5	0.764727954971857	-0.386981481480724	55.5	2.11368275122323e-05	0	5.89482210554863e-05	0.00024809369839777
ENSG00000163882	POLR2H	629	822.5	0.764741641337386	-0.386955661743315	157	0.433892277883296	0.012	0.170884885274582	0.251046497005564
ENSG00000136536	MARCH7	3810	4982	0.764753111200321	-0.386934023860152	79	0.000824806222693133	0	0.000409317396850381	0.00136983683847431
ENSG00000132376	INPP5K	1442	1885.5	0.764783876955715	-0.386875985900841	86	0.00791488294884125	0	0.00127623594551837	0.00369718160929719
ENSG00000105393	BABAM1	2819	3686	0.764785675529029	-0.386872593060291	122	0.0241366912496559	0	0.0213168190357409	0.0430288792357379
ENSG00000104219	ZDHHC2	2060	1575.5	1.30752142177087	0.386834583053041	280	0.0482831378245546	0.05	0.0695663569417487	0.118111758016298
ENSG00000227946	AC007383.3	122	159.5	0.764890282131661	-0.386675276201983	114	0.0102970028201178	0.029	0.0127366002620468	0.0274403068100257
